"","PlotID_New","East_mm","East_sd","North_mm","North_sd"
"1","P00001_C",531070,0,2841021.1,0
"2","P00001_E",531079.5,0,2841017.9,0
"3","P00001_N",531074.9,0,2841035.3,0
"4","P00002_C",531156.533333333,0.923760430689959,2841084.7,2.77128129200266
"5","P00002_E",531174,0,2841077,0
"6","P00002_N",531157.066666667,0.923760430689959,2841086.3,2.77128129200266
"7","P00003_C",531144,0,2840874.1,0
"8","P00003_E",531150.6,0,2840871.9,0
"9","P00003_N",531145.6,0,2840878.9,0
"10","P00004_C",531040,0,2841163.1,0
"11","P00004_E",531057.2,9.52627944162882,2841163.9,14.8956369452537
"12","P00004_N",531051.7,9.52627944162882,2841172.5,14.8956369452537
"13","P00005_C",531064,0,2841001.1,0
"14","P00005_E",531076.3,0,2840996.9,0
"15","P00005_N",531070.2,0,2841019.1,0
"16","P00006_C",531328,0,2841056.2,0
"17","P00006_E",531350.7,0,2841048.3,0
"18","P00006_N",531334.8,0,2841076,0
"19","P00007_C",531429,0,2841151.2,0
"20","P00007_E",531439.4,0,2841147.6,0
"21","P00007_N",531430.3,0,2841154.9,0
"22","P00008_C",531424,0,2840984.2,0
"23","P00008_E",531427.8,0,2840982.8,0
"24","P00008_N",531430.2,0,2841002.1,0
"25","P00009_C",531358,0,2841220.2,0
"26","P00009_E",531390.1,0,2841209.1,0
"27","P00009_N",531361.9,0,2841231.5,0
"28","P00010_C",531241,0,2841050.2,0
"29","P00010_E",531246.7,0,2841048.2,0
"30","P00010_N",531244.3,0,2841059.6,0
"31","P00011_C",531922,0,2840695.2,0
"32","P00011_E",531943.7,0,2840687.7,0
"33","P00011_N",531923.6,0,2840699.9,0
"34","P00012_C",531958,0,2840686.2,0
"35","P00012_E",531987.3,0,2840676.1,0
"36","P00012_N",531965.5,0,2840707.9,0
"37","P00013_C",531990,0,2840591.2,0
"38","P00013_E",532008,0,2840585,0
"39","P00013_N",532000.1,0,2840620.5,0
"40","P00014_C",531909,0,2840845.2,0
"41","P00014_E",531935.5,0,2840836,0
"42","P00014_N",531912.9,0,2840856.5,0
"43","P00015_C",531794,0,2840631.2,0
"44","P00015_E",531813.9,0,2840624.3,0
"45","P00015_N",531804.1,0,2840660.5,0
"46","P00021_C",531247,0,2842434.2,0
"47","P00021_E",531277.3,0,2842423.7,0
"48","P00021_N",531248.6,0,2842438.9,0
"49","P00022_C",531263,0,2842444.2,0
"50","P00022_E",531280,0,2842438.3,0
"51","P00022_N",531273.7,0,2842475.4,0
"52","P00023_C",531282,0,2842266.2,0
"53","P00023_E",531290.5,0,2842263.2,0
"54","P00023_N",531292.7,0,2842297.4,0
"55","P00024_C",531208,0,2842536.2,0
"56","P00024_E",531235.4,0,2842526.7,0
"57","P00024_N",531218.4,0,2842566.4,0
"58","P00025_C",531183,0,2842447.1,0
"59","P00025_E",531192.5,0,2842443.9,0
"60","P00025_N",531186.9,0,2842458.5,0
"61","P00026_C",531899,0,2842518.2,0
"62","P00026_E",531918.9,0,2842511.3,0
"63","P00026_N",531909.7,0,2842549.4,0
"64","P00027_C",532014,0,2842603.2,0
"65","P00027_E",532025.3,0,2842599.2,0
"66","P00027_N",532024.7,0,2842634.4,0
"67","P00028_C",531931,0,2842499.2,0
"68","P00028_E",531950.9,0,2842492.3,0
"69","P00028_N",531938.5,0,2842520.9,0
"70","P00029_C",531899,0,2842647.2,0
"71","P00029_E",531914.1,0,2842641.9,0
"72","P00029_N",531908.1,0,2842673.6,0
"73","P00030_C",531862,0,2842515.2,0
"74","P00030_E",531882.8,0,2842508,0
"75","P00030_N",531864,0,2842520.8,0
"76","P00032_C",532023,0,2842087.2,0
"77","P00032_E",532026.8,0,2842085.8,0
"78","P00032_N",532031.5,0,2842111.7,0
"79","P00033_C",532522,0,2841954.2,0
"80","P00033_E",532546.6,0,2841945.7,0
"81","P00033_N",532529.8,0,2841976.8,0
"82","P00034_C",532493,0,2842274.2,0
"83","P00034_E",532525.1,0,2842263.1,0
"84","P00034_N",532498.5,0,2842290.2,0
"85","P00035_C",532421,0,2842079.2,0
"86","P00035_E",532432.3,0,2842075.2,0
"87","P00035_N",532431.7,0,2842110.4,0
"88","P00037_C",532516,0,2842092.2,0
"89","P00037_E",532525.5,0,2842088.9,0
"90","P00037_N",532527.1,0,2842124.3,0
"91","P00041_C",531882,0,2843834.2,0
"92","P00041_E",531912.3,0,2843823.7,0
"93","P00041_N",531884.6,0,2843841.7,0
"94","P00042_C",531896,0,2843853.2,0
"95","P00042_E",531925.3,0,2843843.1,0
"96","P00042_N",531899.9,0,2843864.5,0
"97","P00043_C",531854,0,2843731.2,0
"98","P00043_E",531870.1,0,2843725.6,0
"99","P00043_N",531857.6,0,2843741.6,0
"100","P00044_C",531826,0,2843945.2,0
"101","P00044_E",531829.8,0,2843943.8,0
"102","P00044_N",531836.1,0,2843974.5,0
"103","P00045_C",531730,0,2843723.2,0
"104","P00045_E",531752.7,0,2843715.3,0
"105","P00045_N",531736.5,0,2843742.1,0
"106","P00046_C",532280,0,2843967.2,0
"107","P00046_E",532311.2,0,2843956.4,0
"108","P00046_N",532282.9,0,2843975.7,0
"109","P00047_C",532411,0,2844001.2,0
"110","P00047_E",532440.3,0,2843991.1,0
"111","P00047_N",532422.4,0,2844034.2,0
"112","P00048_C",532285,0,2843885.2,0
"113","P00048_E",532295.4,0,2843881.6,0
"114","P00048_N",532289.9,0,2843899.3,0
"115","P00049_C",532263,0,2844061.2,0
"116","P00049_E",532276.2,0,2844056.6,0
"117","P00049_N",532264,0,2844064,0
"118","P00050_C",532229,0,2843903.2,0
"119","P00050_E",532253.6,0,2843894.7,0
"120","P00050_N",532234.5,0,2843919.2,0
"121","P00066_C",532366,0,2844188.2,0
"122","P00066_E",532368.8,0,2844187.2,0
"123","P00066_N",532369.6,0,2844198.6,0
"124","P00067_C",532376,0,2844201.2,0
"125","P00067_E",532406.3,0,2844190.7,0
"126","P00067_N",532379.6,0,2844211.6,0
"127","P00068_C",532342,0,2844093.2,0
"128","P00068_E",532370.4,0,2844083.4,0
"129","P00068_N",532343.6,0,2844097.9,0
"130","P00069_C",532368,0,2844339.2,0
"131","P00069_E",532396.4,0,2844329.4,0
"132","P00069_N",532376.8,0,2844364.7,0
"133","P00070_C",532288,0,2844157.2,0
"134","P00070_E",532305,0,2844151.3,0
"135","P00070_N",532293.2,0,2844172.3,0
"136","P00081_C",531717,NA,2843049,NA
"137","P00081_E",531727,NA,2843045,NA
"138","P00081_N",531722,NA,2843062,NA
"139","P00082_C",531700,NA,2842831,NA
"140","P00082_E",531727,NA,2842821,NA
"141","P00082_N",531702,NA,2842838,NA
"142","P00101_C",566611.2,NA,2940954.8,NA
"143","P00101_E",566615,NA,2940956.1,NA
"144","P00102_C",566470.5,NA,2941000.6,NA
"145","P00102_E",566480,NA,2941003.9,NA
"146","P00103_C",566582.933333333,0.0577350269055201,2941025.73333333,0.23094010762208
"147","P00103_E",566594.2,0.173205080783773,2941029.33333333,0.288675134594813
"148","P00103_N",566573.9,0.141421356204382,2941050,0
"149","P00104_C",566666.666666667,0.288675134594813,2941037.06666667,0.0577350269727325
"150","P00104_E",566676.933333333,0.0577350269055201,2941040.73333333,0.23094010762208
"151","P00104_N",566658.05,0.0707106781021911,2941059.2,0.282842712408765
"152","P00105_C",566702,0,2940915.26666667,0.23094010762208
"153","P00105_E",566710.666666667,0.288675134594813,2940918.2,0.173205080649348
"154","P00105_N",566690.9,0.141421356204382,2940945.1,0.141421356369018
"155","P00106_C",566678.9,NA,2940964,NA
"156","P00106_E",566688.3,NA,2940967.3,NA
"157","P00107_C",566640.7,0,2940826.43333333,0.0577350269727325
"158","P00107_E",566645.7,0.173205080783773,2940830.7,2.25166604978577
"159","P00107_N",566631.75,0.353553390593274,2940851,0
"160","P00108_C",566555.066666667,0.0577350269055201,2940822.8,0.173205080649348
"161","P00108_E",566563.733333333,0.230940107689293,2940825.73333333,0.23094010762208
"162","P00108_N",566546,0,2940846.95,0.0707106781845092
"163","P00109_C",566624.066666667,0.0577350269055201,2940969.2,0.173205080649348
"164","P00109_E",566630.8,0.173205080783773,2940971.73333333,0.23094010762208
"165","P00109_N",566616.75,0.353553390593274,2940989.15,0.212132034224255
"166","P00110_C",566667.2,0.173205080783773,2940886.26666667,0.23094010762208
"167","P00110_E",566675.866666667,0.11547005381104,2940889.26666667,0.23094010762208
"168","P00110_N",566664.1,0.141421356204382,2940894.9,0.141421356369018
"169","P00111_C",567154.133333333,0.11547005381104,2941468.2,0.173205080649348
"170","P00111_E",567165.666666667,0.288675134594813,2941472.13333333,0.115470053945465
"171","P00111_N",567152.95,0.0707106781021911,2941471.9,0.141421356369018
"172","P00112_C",567017.8,NA,2941462,NA
"173","P00112_E",567027.3,NA,2941465.3,NA
"174","P00113_C",567040.8,0.173205080783773,2941651.66666667,0.288675134594813
"175","P00113_E",567049.133333333,0.11547005381104,2941654.33333333,0.288675134594813
"176","P00113_N",567034.75,0.353553390593274,2941668,0
"177","P00114_C",566979.1,NA,2941626.8,NA
"178","P00114_E",566985.7,NA,2941629.1,NA
"179","P00115_C",567000.5,NA,2941718.9,NA
"180","P00115_E",567009,NA,2941721.8,NA
"181","P00116_C",566870.9,NA,2941554.3,NA
"182","P00116_E",566881.3,NA,2941557.9,NA
"183","P00117_C",566959.266666667,0.230940107689293,2941767.26666667,0.23094010762208
"184","P00117_E",566968.933333333,0.0577350269055201,2941770.8,0.173205080649348
"185","P00117_N",566948.05,0.0707106781021911,2941797.85,0.212132034224255
"186","P00118_C",567039.8,NA,2941628.3,NA
"187","P00118_E",567046.5,NA,2941630.6,NA
"188","P00119_C",567001.1,NA,2941428.7,NA
"189","P00119_E",567009.6,NA,2941431.6,NA
"190","P00120_C",566947.4,NA,2941593.5,NA
"191","P00120_E",566951.2,NA,2941594.8,NA
"192","P00121_C",567776.933333333,0.0577350269055201,2941030.8,0.173205080649348
"193","P00121_E",567778.866666667,0.11547005381104,2941031.26666667,0.23094010762208
"194","P00121_N",567771,0,2941046.15,0.212132034224255
"195","P00122_C",567814.2,0.173205080783773,2941117.2,0.173205080649348
"196","P00122_E",567819.6,2.77128129213709,2941118.1,1.90525588821823
"197","P00122_N",567814,0,2941120,0
"198","P00123_C",567640.9,NA,2941315.8,NA
"199","P00123_E",567651.3,NA,2941319.4,NA
"200","P00124_C",567777.9,NA,2941212.4,NA
"201","P00124_E",567784.5,NA,2941214.7,NA
"202","P00125_C",567731.2,0.173205080783773,2940990.73333333,0.23094010762208
"203","P00125_E",567740.866666667,0.11547005381104,2940993.93333333,0.0577350269727325
"204","P00125_N",567724.8,0.282842712491083,2941008.25,0.353553390593274
"205","P00126_C",567798,0,2941362,0
"206","P00126_E",567808.266666667,0.230940107689293,2941365.73333333,0.23094010762208
"207","P00126_N",567787.8,0.282842712491083,2941389.85,0.212132034224255
"208","P00127_C",567698.866666667,0.11547005381104,2941305,0
"209","P00127_E",567708.133333333,0.11547005381104,2941308.2,0.173205080649348
"210","P00127_N",567690.2,0.282842712491083,2941327.05,0.0707106781845092
"211","P00128_C",567714,NA,2941430.3,NA
"212","P00128_E",567724.4,NA,2941433.8,NA
"213","P00129_C",567631.866666667,0.11547005381104,2941354.66666667,0.288675134594813
"214","P00129_E",567638.266666667,0.230940107689293,2941356.86666667,0.115470053945465
"215","P00129_N",567620,0,2941385.85,0.212132034224255
"216","P00130_C",567723.266666667,0.230940107689293,2941162.2,0.173205080649348
"217","P00130_E",567732.933333333,0.0577350269055201,2941165.66666667,0.288675134594813
"218","P00130_N",567712.1,0.141421356204382,2941192.1,0.141421356369018
"219","P00131_C",566453.9,NA,2942474.7,NA
"220","P00131_E",566461.5,NA,2942477.3,NA
"221","P00132_C",566343.933333333,0.0577350269055201,2942381.06666667,0.0577350269727325
"222","P00132_E",566350.333333333,0.288675134594813,2942383.26666667,0.23094010762208
"223","P00132_N",566341.2,0.282842712491083,2942387.8,0.282842712408765
"224","P00133_C",566477,0,2942431.8,0.173205080649348
"225","P00133_E",566479.933333333,0.0577350269055201,2942432.73333333,0.23094010762208
"226","P00133_N",566473.15,0.212132034388891,2942441.8,0.282842712408765
"227","P00134_C",566526.3,NA,2942337.8,NA
"228","P00134_E",566532.9,NA,2942340,NA
"229","P00135_C",566332,0,2942370,0
"230","P00135_E",566341.266666667,0.230940107689293,2942373.13333333,0.115470053945465
"231","P00135_N",566326.05,0.0707106781021911,2942385.8,0.282842712408765
"232","P00136_C",566485.5,NA,2942335.3,NA
"233","P00136_E",566494,NA,2942338.3,NA
"234","P00137_C",566366,NA,2942333.6,NA
"235","P00137_E",566372.6,NA,2942335.9,NA
"236","P00138_C",566425.9,NA,2942298.5,NA
"237","P00138_E",566428.8,NA,2942299.5,NA
"238","P00139_C",566414.7,NA,2942362.7,NA
"239","P00139_E",566426,NA,2942366.6,NA
"240","P00140_C",566426.5,NA,2942571,NA
"241","P00140_E",566433.1,NA,2942573.2,NA
"242","P00141_C",566488.733333333,0.230940107689293,2942695.2,0.173205080649348
"243","P00141_E",566498,0,2942698.73333333,0.23094010762208
"244","P00141_N",566478.05,0.0707106781021911,2942723.1,0.141421356369018
"245","P00142_C",566381.066666667,0.0577350269055201,2942692.73333333,0.23094010762208
"246","P00142_E",566387.8,0.173205080783773,2942694.86666667,0.115470053945465
"247","P00142_N",566373.15,0.212132034388891,2942713.05,0.0707106781845092
"248","P00143_C",566444.2,0.173205080783773,2942779.2,0.173205080649348
"249","P00143_E",566453.866666667,0.11547005381104,2942782.66666667,0.288675134594813
"250","P00143_N",566438.8,0.282842712491083,2942794.8,0.282842712408765
"251","P00144_C",566511.2,NA,2942551.5,NA
"252","P00144_E",566523.5,NA,2942555.7,NA
"253","P00145_C",566457.866666667,0.11547005381104,2942494.8,0.173205080649348
"254","P00145_E",566466.2,0.173205080783773,2942497.73333333,0.23094010762208
"255","P00145_N",566453.85,0.212132034388891,2942505.25,0.353553390593274
"256","P00146_C",566300.733333333,0.230940107689293,2942656.8,0.173205080649348
"257","P00146_E",566302.666666667,0.288675134594813,2942657.2,0.173205080649348
"258","P00146_N",566288.9,0.141421356204382,2942688.1,0.141421356369018
"259","P00147_C",566541.2,NA,2942541.6,NA
"260","P00147_E",566549.7,NA,2942544.6,NA
"261","P00148_C",566520.3,NA,2942537.1,NA
"262","P00148_E",566529.7,NA,2942540.4,NA
"263","P00149_C",566441.333333333,0.288675134594813,2942757.06666667,0.0577350269727325
"264","P00149_E",566447.066666667,0.0577350269055201,2942759.06666667,0.0577350269727325
"265","P00149_N",566431.15,0.212132034388891,2942784.05,0.0707106781845092
"266","P00150_C",566454.7,NA,2942699.6,NA
"267","P00150_E",566466.1,NA,2942703.5,NA
"268","P00151_C",567117.933333333,0.0577350269055201,2942490.26666667,0.23094010762208
"269","P00151_E",567120.866666667,0.11547005381104,2942491.26666667,0.23094010762208
"270","P00151_N",567116.2,0.282842712491083,2942494.25,0.353553390593274
"271","P00152_C",567130.133333333,0.11547005381104,2942625.73333333,0.23094010762208
"272","P00152_E",567136.866666667,0.11547005381104,2942627.93333333,0.0577350269727325
"273","P00152_N",567128.8,0.282842712491083,2942629.9,0.141421356369018
"274","P00153_C",567104.5,NA,2942772.8,NA
"275","P00153_E",567111.1,NA,2942775,NA
"276","P00154_C",567185.2,0.173205080783773,2942548.26666667,0.23094010762208
"277","P00154_E",567189.066666667,0.0577350269055201,2942549.8,0.173205080649348
"278","P00154_N",567181.15,0.212132034388891,2942559.1,0.141421356369018
"279","P00155_C",567151.2,0.173205080783773,2942578.06666667,0.0577350269727325
"280","P00155_E",567159.866666667,0.11547005381104,2942581,0
"281","P00155_N",567144.15,0.212132034388891,2942596.9,0.141421356369018
"282","P00156_C",567088.666666667,0.288675134594813,2942782.8,0.173205080649348
"283","P00156_E",567098.933333333,0.0577350269055201,2942786.13333333,0.115470053945465
"284","P00156_N",567080.2,0.282842712491083,2942804.15,0.212132034224255
"285","P00157_C",567082.6,NA,2942771.5,NA
"286","P00157_E",567092.1,NA,2942774.8,NA
"287","P00158_C",567070.933333333,0.0577350269055201,2942540,0
"288","P00158_E",567081.2,0.173205080783773,2942543.73333333,0.23094010762208
"289","P00158_N",567066.2,0.282842712491083,2942551.9,0.141421356369018
"290","P00159_C",566994.133333333,0.11547005381104,2942730.06666667,0.0577350269727325
"291","P00159_E",566995.133333333,0.11547005381104,2942730.26666667,0.23094010762208
"292","P00159_N",566986.25,0.353553390593274,2942750.8,0.282842712408765
"293","P00160_C",567201.3,NA,2942552.9,NA
"294","P00160_E",567210.7,NA,2942556.1,NA
"295","P00161_C",565919.933333333,0.0577350269055201,2943111,0
"296","P00161_E",565922.8,0.173205080783773,2943112,0
"297","P00161_N",565913.85,0.212132034388891,2943127.75,0.353553390593274
"298","P00162_C",565924.8,0.173205080783773,2943143.13333333,0.115470053945465
"299","P00162_E",565927.666666667,0.288675134594813,2943144.13333333,0.115470053945465
"300","P00162_N",565919.85,0.212132034388891,2943156.8,0.282842712408765
"301","P00163_C",565925,NA,2943275,NA
"302","P00163_E",565931.6,NA,2943277.3,NA
"303","P00164_C",565968.1,NA,2943425.9,NA
"304","P00164_E",565976.6,NA,2943428.8,NA
"305","P00165_C",565782.8,NA,2943237.7,NA
"306","P00165_E",565791.6,NA,2943247.5,NA
"307","P00166_C",565809.7,NA,2943049.6,NA
"308","P00166_E",565812.3,NA,2943052.4,NA
"309","P00167_C",566005.6,NA,2943290.9,NA
"310","P00167_E",566008,NA,2943293.7,NA
"311","P00168_C",565936.6,NA,2943165.9,NA
"312","P00168_E",565937.6,NA,2943167,NA
"313","P00169_C",565854.7,NA,2943016.6,NA
"314","P00169_E",565862.9,NA,2943025.8,NA
"315","P00170_C",566025.8,NA,2943226.8,NA
"316","P00170_E",566029.3,NA,2943230.7,NA
"317","P00171_C",566358.733333333,0.230940107689293,2943180.93333333,0.0577350269727325
"318","P00171_E",566367.866666667,0.11547005381104,2943191.13333333,0.115470053945465
"319","P00171_N",566354.85,0.212132034388891,2943191.2,0.282842712408765
"320","P00172_C",566325,NA,2943330.2,NA
"321","P00172_E",566333.1,NA,2943339.3,NA
"322","P00173_C",566150.1,NA,2943271.7,NA
"323","P00173_E",566154.1,NA,2943276.3,NA
"324","P00174_C",566234.333333333,0.288675134594813,2943121.66666667,0.288675134594813
"325","P00174_E",566238.733333333,0.230940107689293,2943126.13333333,0.115470053945465
"326","P00174_N",566223.9,0.141421356204382,2943149.95,0.0707106781845092
"327","P00175_C",566189.1,NA,2943227.6,NA
"328","P00175_E",566198.8,NA,2943238.5,NA
"329","P00176_C",566328.1,NA,2943298.1,NA
"330","P00176_E",566336.6,NA,2943307.7,NA
"331","P00177_C",566319.933333333,0.0577350269055201,2943161.93333333,0.0577350269727325
"332","P00177_E",566328.733333333,0.230940107689293,2943171.73333333,0.23094010762208
"333","P00177_N",566311.05,0.0707106781021911,2943185.15,0.212132034224255
"334","P00178_C",566304.5,NA,2943430.9,NA
"335","P00178_E",566305.7,NA,2943432.2,NA
"336","P00179_C",566362.066666667,0.0577350269055201,2943271.8,0.173205080649348
"337","P00179_E",566365.266666667,0.230940107689293,2943275.33333333,0.288675134594813
"338","P00179_N",566355.8,0.282842712491083,2943289.05,0.0707106781845092
"339","P00180_C",566308.5,NA,2943238.2,NA
"340","P00180_E",566316.1,NA,2943246.7,NA
"341","P00187_C",566687.9,NA,2943429.6,NA
"342","P00187_E",566693.4,NA,2943435.8,NA
"343","P00189_C",566824.066666667,0.0577350269055201,2943644.06666667,0.0577350269727325
"344","P00189_E",566828.866666667,0.11547005381104,2943649.26666667,0.23094010762208
"345","P00189_N",566818.9,0.141421356204382,2943658.1,0.141421356369018
"346","P00201_C",524911.833333333,0.288675134594813,2859796,0
"347","P00201_E",524930.066666667,0.11547005381104,2859799.86666667,0.23094010762208
"348","P00201_N",524907.1,0.173205080783773,2859817.86666667,0.23094010762208
"349","P00203_C",524776.133333333,0.230940107689293,2860776.96666667,0.0577350269727325
"350","P00203_E",524803.966666667,0.0577350269055201,2860782.1,0.173205080649348
"351","P00203_N",524771.966666667,0.0577350269055201,2860800.83333333,0.288675134594813
"352","P00204_C",525975.933333333,0.11547005381104,2860758.06666667,0.115470053945465
"353","P00204_E",526000.1,0.173205080783773,2860763,0
"354","P00204_N",525971,0,2860782.9,0.173205080649348
"355","P00205_C",524689.9,0.173205080783773,2861614,0
"356","P00205_E",524700.166666667,0.288675134594813,2861616.03333333,0.0577350269727325
"357","P00205_N",524686.933333333,0.11547005381104,2861628.9,0.173205080649348
"358","P00206_C",524961.9,0.173205080783773,2859789.8,0.346410161567545
"359","P00206_E",524981.1,0.173205080783773,2859793.1,0.173205080649348
"360","P00206_N",524957.1,0.173205080783773,2859812,0
"361","P00207_C",525020.8,NA,2859766.3,NA
"362","P00207_E",525048.3,NA,2859771.6,NA
"363","P00207_N",525019.1,NA,2859775.1,NA
"364","P00208_C",524890.5,NA,2859820.3,NA
"365","P00208_E",524911.1,NA,2859824.3,NA
"366","P00208_N",524889.5,NA,2859825.2,NA
"367","P00209_C",524880.4,NA,2859306.4,NA
"368","P00209_E",524904,NA,2859311,NA
"369","P00209_N",524877.7,NA,2859320.2,NA
"370","P00226_C",524746.4,NA,2860778,NA
"371","P00226_E",524780.7,NA,2860784.6,NA
"372","P00226_N",524744.8,NA,2860785.8,NA
"373","P00227_C",524712.5,NA,2860689.3,NA
"374","P00227_E",524738,NA,2860694.3,NA
"375","P00227_N",524709.6,NA,2860704,NA
"376","P00228_C",524621.2,NA,2860721.2,NA
"377","P00228_E",524638.9,NA,2860724.7,NA
"378","P00228_N",524619,NA,2860733,NA
"379","P00229_C",524641.133333333,0.230940107689293,2860652.86666667,0.23094010762208
"380","P00229_E",524659.033333333,0.0577350269055201,2860656.03333333,0.0577350269727325
"381","P00229_N",524638.966666667,0.0577350269055201,2860665.13333333,0.23094010762208
"382","P00231_C",525691.966666667,0.0577350269055201,2860918.06666667,0.115470053945465
"383","P00231_E",525722.1,0.173205080783773,2860924.03333333,0.0577350269727325
"384","P00231_N",525689.866666667,0.230940107689293,2860930,0
"385","P00232_C",525752.1,0.173205080783773,2860802,0
"386","P00232_E",525782.9,0.173205080783773,2860808,0
"387","P00232_N",525746.833333333,0.288675134594813,2860831.83333333,0.288675134594813
"388","P00233_C",525581.966666667,0.0577350269055201,2860839.13333333,0.23094010762208
"389","P00233_E",525597.866666667,0.230940107689293,2860842.13333333,0.23094010762208
"390","P00233_N",525576.833333333,0.288675134594813,2860866.93333333,0.115470053945465
"391","P00234_C",525635.066666667,0.11547005381104,2860732,0
"392","P00234_E",525651.966666667,0.0577350269055201,2860735.1,0.173205080649348
"393","P00234_N",525631.133333333,0.230940107689293,2860751.9,0.173205080649348
"394","P00235_C",525754.066666667,0.11547005381104,2860856.1,0.173205080649348
"395","P00235_E",525784.866666667,0.230940107689293,2860862.06666667,0.115470053945465
"396","P00235_N",525753,0,2860862.06666667,0.115470053945465
"397","P00236_C",525245.1,0.173205080783773,2860814.1,0.173205080649348
"398","P00236_E",525263.966666667,0.0577350269055201,2860818,0
"399","P00236_N",525241.133333333,0.230940107689293,2860834,0
"400","P00237_C",525985.966666667,0.0577350269055201,2860691.93333333,0.115470053945465
"401","P00237_E",526011.166666667,0.288675134594813,2860696.9,0.173205080649348
"402","P00237_N",525983.866666667,0.230940107689293,2860703.83333333,0.288675134594813
"403","P00239_C",525970.966666667,0.0577350269055201,2860685.03333333,0.0577350269727325
"404","P00239_E",525982.9,0.173205080783773,2860687.13333333,0.23094010762208
"405","P00239_N",525969.866666667,0.230940107689293,2860692,0
"406","P00241_C",524398.066666667,0.11547005381104,2861587.96666667,0.0577350269727325
"407","P00241_E",524407,0,2861589.9,0.173205080649348
"408","P00241_N",524392.9,0.173205080783773,2861616.13333333,0.23094010762208
"409","P00242_C",524418.833333333,0.288675134594813,2861429.86666667,0.23094010762208
"410","P00242_E",524429.1,0.173205080783773,2861431.9,0.173205080649348
"411","P00242_N",524417.866666667,0.230940107689293,2861434.83333333,0.288675134594813
"412","P00243_C",524246,0,2861521.06666667,0.115470053945465
"413","P00243_E",524259.933333333,0.115470053844646,2861523.96666667,0.0577350269727325
"414","P00243_N",524239.9,0.173205080750166,2861553.86666667,0.23094010762208
"415","P00244_C",524268.1,0.173205080750166,2861432.9,0.173205080649348
"416","P00244_E",524281,0,2861435.03333333,0.0577350269727325
"417","P00244_N",524265.066666667,0.115470053844646,2861448.13333333,0.23094010762208
"418","P00245_C",524358.066666667,0.11547005381104,2861535.93333333,0.115470053945465
"419","P00245_E",524368,0,2861537.9,0.173205080649348
"420","P00245_N",524353.1,0.173205080783773,2861561.1,0.173205080649348
"421","P00246_C",524630.933333333,0.11547005381104,2861526.13333333,0.23094010762208
"422","P00246_E",524640.866666667,0.230940107689293,2861528.1,0.173205080649348
"423","P00246_N",524625,0,2861555.93333333,0.115470053945465
"424","P00247_C",524651.933333333,0.11547005381104,2861540.93333333,0.115470053945465
"425","P00247_E",524686.033333333,0.0577350269055201,2861547.83333333,0.288675134594813
"426","P00247_N",524648,0,2861560.8,0.346410161567545
"427","P00248_C",524536.133333333,0.230940107689293,2861596,0
"428","P00248_E",524546.1,0.173205080783773,2861597.96666667,0.0577350269727325
"429","P00248_N",524534.9,0.173205080783773,2861604.93333333,0.115470053945465
"430","P00249_C",524522.933333333,0.11547005381104,2861414.1,0.173205080649348
"431","P00249_E",524542.133333333,0.230940107689293,2861418.03333333,0.0577350269727325
"432","P00249_N",524517.933333333,0.11547005381104,2861439.93333333,0.115470053945465
"433","P00251_C",525362.966666667,15.559670090768,2862151.16666667,12.8484759148054
"434","P00251_E",525385.166666667,18.3325757419227,2862155.03333333,12.0955914833747
"435","P00251_N",525358.7,17.9267955864889,2862171.73333333,23.6138377510055
"436","P00252_C",525329.066666667,0.11547005381104,2861970.9,0.173205080649348
"437","P00252_E",525350.933333333,0.11547005381104,2861974.96666667,0.0577350269727325
"438","P00252_N",525326,0,2861987.13333333,0.23094010762208
"439","P00253_C",525182.933333333,0.11547005381104,2862064.83333333,0.288675134594813
"440","P00253_E",525197.166666667,0.288675134594813,2862067.13333333,0.23094010762208
"441","P00253_N",525179.9,0.173205080783773,2862080.06666667,0.115470053945465
"442","P00254_C",525260,0,2862031.8,0.346410161567545
"443","P00254_E",525269.933333333,0.11547005381104,2862033.1,0.173205080649348
"444","P00254_N",525253.9,0.173205080783773,2862063.93333333,0.115470053945465
"445","P00255_C",525353.966666667,15.6174048206839,2862158.53333333,12.5878248055012
"446","P00255_E",525374.833333333,18.3325757419227,2862162.13333333,12.2414596079331
"447","P00255_N",525348.466666667,17.7835129637847,2862185.33333333,23.6713610367747
"448","P00261_C",524234.933333333,0.115470053844646,2862179,0
"449","P00261_E",524268.066666667,0.115470053844646,2862185.83333333,0.288675134594813
"450","P00261_N",524233.166666667,0.288675134594813,2862185.96666667,0.0577350269727325
"451","P00262_C",524195.966666667,0.0577350269055201,2862094.93333333,0.115470053945465
"452","P00262_E",524222.133333333,0.230940107689293,2862099.96666667,0.0577350269727325
"453","P00262_N",524193.866666667,0.230940107689293,2862106.86666667,0.23094010762208
"454","P00263_C",524060.833333333,0.288675134594813,2862159.96666667,0.0577350269727325
"455","P00263_E",524071.1,0.173205080750166,2862162,0
"456","P00263_N",524057.166666667,0.288675134594813,2862175.86666667,0.23094010762208
"457","P00264_C",524140.966666667,0.0577350269055201,2862030.8,0.346410161567545
"458","P00264_E",524170.133333333,0.230940107689293,2862036.06666667,0.115470053945465
"459","P00264_N",524138.033333333,0.0577350269055201,2862045.06666667,0.115470053945465
"460","P00265_C",524135.9,0.173205080750166,2862161.03333333,0.0577350269727325
"461","P00265_E",524157.1,0.173205080750166,2862165.1,0.173205080649348
